"ticket_no","name","ticket_title","description_plain","comments","solution"
T030154,NetXsControl Ent.,Card adding ,Card adding ,client's it team will be available after 5 min,"As we have confirmed that reader will accept proxy card , also mailed for quotation to right person , this ticket will be closed, for further new ticket will be assigned for further issue."
T030154,NetXsControl Ent.,Card adding ,Card adding ,calling after 5 min,"As we have confirmed that reader will accept proxy card , also mailed for quotation to right person , this ticket will be closed, for further new ticket will be assigned for further issue."
T030154,NetXsControl Ent.,Card adding ,Card adding ,called but busy 9004108310 :- mr radhe shayam,"As we have confirmed that reader will accept proxy card , also mailed for quotation to right person , this ticket will be closed, for further new ticket will be assigned for further issue."
T030154,NetXsControl Ent.,Card adding ,Card adding ,There two reader were not scanning card; we tried saving card format but it was still not sensing. We advised them to send photo of reader and card so that we can discuss internally,"As we have confirmed that reader will accept proxy card , also mailed for quotation to right person , this ticket will be closed, for further new ticket will be assigned for further issue."
T030154,NetXsControl Ent.,Card adding ,Card adding ,"on hold
","As we have confirmed that reader will accept proxy card , also mailed for quotation to right person , this ticket will be closed, for further new ticket will be assigned for further issue."
T030154,NetXsControl Ent.,Card adding ,Card adding ,Mailed them regarding the compatibility of device with proximity card.,"As we have confirmed that reader will accept proxy card , also mailed for quotation to right person , this ticket will be closed, for further new ticket will be assigned for further issue."
T030154,NetXsControl Ent.,Card adding ,Card adding ,Mailed them regarding the compatibility of device with proximity card.waiting for there reply,"As we have confirmed that reader will accept proxy card , also mailed for quotation to right person , this ticket will be closed, for further new ticket will be assigned for further issue."
T030154,NetXsControl Ent.,Card adding ,Card adding ,i have send the mail to mr chirag solonki as client need the quotation for 25 proximity card ,"As we have confirmed that reader will accept proxy card , also mailed for quotation to right person , this ticket will be closed, for further new ticket will be assigned for further issue."
T030154,NetXsControl Ent.,Card adding ,Card adding ,"As we have confirmed that reader will accept proxy card , also mailed for quotation to right person , this ticket will be closed, for further new ticket will be assigned for further issue.","As we have confirmed that reader will accept proxy card , also mailed for quotation to right person , this ticket will be closed, for further new ticket will be assigned for further issue."
T030155,NetXsControl Ent.,Support required for disabled id activation,"Dear Spectra Team,

 

We kindly seek your support in reactivating a user ID within our Net Access Control software, used for the biometric access system at our location. The ID in question appears to have been deactivated inadvertently, and as a result, the concerned user is currently unable to gain access.

 

We would appreciate it if you could assist us in reactivating this ID at your earliest convenience.

 

Please feel free to reach out to me should you require any further details or clarification regarding this request.

Thank you very much in advance for your prompt support.

 

Regards,

Chinkit Patel || OT/CSV Manager

Emcure Pharmaceuticals LTD || Sanand

Mobile : 8000002128",Forward to Sandip,"Dear Sir,

As per trailing mail and our discussion, we have activated the provided employee ID (10015353) as per your confirmation.

Please check and revert and Let me know if there are any other issues."
T030155,NetXsControl Ent.,Support required for disabled id activation,"Dear Spectra Team,

 

We kindly seek your support in reactivating a user ID within our Net Access Control software, used for the biometric access system at our location. The ID in question appears to have been deactivated inadvertently, and as a result, the concerned user is currently unable to gain access.

 

We would appreciate it if you could assist us in reactivating this ID at your earliest convenience.

 

Please feel free to reach out to me should you require any further details or clarification regarding this request.

Thank you very much in advance for your prompt support.

 

Regards,

Chinkit Patel || OT/CSV Manager

Emcure Pharmaceuticals LTD || Sanand

Mobile : 8000002128","Dear Sir,

As per trailing mail, kindly provide server remote.","Dear Sir,

As per trailing mail and our discussion, we have activated the provided employee ID (10015353) as per your confirmation.

Please check and revert and Let me know if there are any other issues."
